address,NFT_vol_traded,NFT_vol_class,DEX.TRADES
\x4bbfdc8608ef4577411088ddf07dae6b6bc81d73,0,0,0
\x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1,0,0,0
\x0ba43bae4613e03492e4c17af3b014b6c3202b9d,0,0,0
\x8506f2a118221a74888aac2912dd7664067e70ea,0,0,0
\x6687c671980e65ebd722b9146fc61e2471558dd6,0,0,0
\x8728c811f93eb6ac47d375e6a62df552d62ed284,0,0,0
\xfe36132caa71c4b1a88b38b79373aab5e001457c,0,0,0
\xc48fefcff0b7c89a2ebb3b3891944d8089a1b649,0,0,0
\xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9,0,0,0
\x5fe8b642fc18eecb93b12999025aaed6b5fd8578,0,0,0
\x3eaf7bd84eeff7445e9499956950d5cba285c973,0,0,0
\x06c4865ab16c9c760622f19a313a2e637e2e66a2,134.8660079,>500,2.166666667
\x50bbd57946008365c94b7a810ee5c91b7cdf5ed1,0,0,0
\xeaa9f18fcde4ab8d3e7c8adadb2d1e13fdd1392c,0,0,0
\xa96f69fcbf440ecd0a50e8bc351a59909398f6e6,0,0,0
\x5d8b04e983a2f83174530a3574e89f42e5ee066e,0,0,0
\x115df6f4f46c6dc5118717ebc5d94197182bd1b4,0,0,0
\x92a4f58009df9eac5f2af6d05977683639f0060e,25207.77529,10K+,2.692307692
\xd441d20fa42972bf8945a052b53c167318308193,0,0,0
\xfc51b44ae2bde7263ab14b56a5be1a7a6ce9e16e,0,0,2
\xced602b55784c1b5deab8caff64a9c9dbb7cf405,0,0,0
\xf3bfaceedb442e170f896d96e16ed01354c022bb,0,0,0
\x785931c5d331cabc1a98c52b8556d0502c8bf2c7,0,0,0
\xaa82c64b5799b4dfd7cc973adb9166a22882eaa1,0,0,0
\x0f62d09cd84b4469f58e14c32180d1d7ffc5e87c,0,0,0
\xc897f9b0b27cb4254e75e6763881f7ef70476032,0,0,0
\xac0cc4d76827cc8da164312bc7adf00e4a9ed42f,0,0,0
\x478849da9c519ded12d04ec6e896af6adf3cdd73,0,0,0
\xd48a9bd19d0b9dc2183be55cd743d8758f781a45,8149.100257,2.5K-10K,2.181818182
\xfd958503c1d12b2f9d5f4ba67eab8a604bd0cb67,0,0,0
\x5a81868992ffcf4200a85972c60151690af39006,0,0,0
\xb2f456886367c8e50566377ec6d9293d4da5bb81,0,0,0
\x315e1a5c796b734585c27e615b774441372fbd08,0,0,0
\x2c17c733cefc0e618850b546d9df53cdbfa29725,0,0,0
\xe15e365806ed3b2570455782dbec0b450354c233,0,0,0
\xb329fb5df5a746d037f3eafd0497d15cc5e193d2,0,0,0
\x1f14c2f40400471fb4a3aef1390f6bbbf2ad8f99,0,0,0
\x276dafa198cb35c28132e989a14af28ea1712175,0,0,0
\xbfee73e88b4257c6a13854c746f32a29fcb9efd5,0,0,0
\x13b28fd1df2ec7dc8efabe7f15e2e7a8527c6e8f,0,0,0
\xf9107317b0ff77ed5b7adea15e50514a3564002b,0,0,0
\x6a61857928149cb7cd2ad29251902787bcf9c3b0,0,0,0
\x907156d38e181f65d4d4f48099ce15bb8d2ff067,0,0,0
\xf9b3c583de855a7fb290eb248c39da5dff4aea08,0,0,0
\xd5102725cc00421854dd616a2d8769ce36017315,6679.013439,2.5K-10K,2
\x9452244fcd1acd78ed22776e1f8bcdd63bb0b074,0,0,0
\x73165a7bf621f466c63f6a0c8f08e969772c2a6d,0,0,0
\xa343330f1e2848f02d09ad0f197be4f75ecdfb3c,0,0,0
\xdda9dcd0965404288fc285183af8b879930c6013,0,0,0
\xdff4e623cca25e674edb0a1f263fcf5aa458acf8,0,0,0
\x3d9b79c03fae49ec81158312a7385d06590e35e4,0,0,0
\x26fcbc59db9f7698211c8f263a4d8953c5290457,0,0,0
\x25ad2667b19e866109c1a93102b816730a6aec3f,0,0,0
\x8362cb1c821b83ca0026099a4918668a4a52a504,0,0,0
\x059b254553bb97ca61a99c2bbdbefb594aa94365,0,0,0
\xdac28927792b3bb1a7a956fbfb19bce720f1c014,0,0,0
\x3c7d5bb537abae440e0abe552342f422a4b1e6c1,0,0,0
\x45f233399c7e79b459722053cf96cbe7155b206a,0,0,0
\x294388d7f62065784666f797ca6919a4b8cef4ab,0,0,0
\xc2afc9302b64085ff1463961a71f9bd5847f4345,0,0,0
\x721c7fffe9ac426a028e616677811f755fa99eba,0,0,2
\x1cfcac0ed7bd0258d678c2c0cc18b2f336eda000,0,0,0
\xbd0ef14bc1af4f728d4e009ec8fe619f20b7c3b4,0,0,0
\x88888888630a14a066db7943708032e8fa37a75a,0,0,0
\xa23d35b2ea78dc4a457d241ed2bad73e82e6c4db,0,0,0
\x3ce1e7a2b491dd5e545bca1a480ed1084712798f,0,0,0
\xd1570080bcb784b4f5e378dfd4cdffdfd6c110f6,0,0,0
\x10e19302240fa6b9d7c86a93781157e21f645a96,0,0,0
\x6e0f19c2d538c2123b73b710c0bef48bd05bb040,0,0,0
\x3dbadc86d19416ec16d81aa07ff2609e6241e7e9,0,0,0
\x459f9c4fe60c6100e65ecd639ba2b3f5b611418a,0,0,2
\x5ab380cc7aa52a97a927cd70a82703a07f97d4c2,0,0,0
\x0fa699182dfa78f1a22f8abd4c93923dce5d653a,0,0,0
\xc02cae8f6217648fa2bfbd08c2be94028969a65d,0,0,0
\x3c7676976600c90c8d106786d84bda4369f872a8,0,0,0
\x3c1d6deb260a173059e030fa29d053545e7bc821,0,0,0
\x8e1f868ebb90749dc6fce7e9f0e147fff59125d5,0,0,0
\xb48ed686918f33e4cc2e71c530ff2dfbfc7d5634,11377.78427,10K+,2.363636364
\x0aebe55030c3c578605a75e0fe1514ffa5ffd7fd,0,0,0
\x6d25eb10bc4d5dd9e596f2a5cc1e14923f47e190,0,0,0
\x710afef4052c2820059d13eb7ddc14700931cfe1,0,0,0
\xa8ce8d12aa7884707b2113606d67f6df26b63196,0,0,0
\xd74aec3555965b70204a2f07f5626509fd2134d7,0,0,0
\xbebd087a12cc28bc108245ecec608d1c04862c1c,0,0,0
\xabfd1ffffd163a449b3119d1b9bbefbcae04ba27,0,0,0
\x52a6ee7a0df6c541cc7bfd66aafa45748a962da3,0,0,2
\x955ffed16112ab04b087c4ee174da850aca03fa7,0,0,0
\xc9cd6316894870248c51a9496d9cacb159f89238,0,0,0
\x5ebe6914e5457ab8e16457cdb4277254ba6fc122,0,0,0
\x63cd5c7383ce8fe645e853db1813edbe54464119,0,0,0
\xb6bd1b9b3e6e3512bb354789289f6d8fbc0f65bc,0,0,2
\x492218586846adf4a75c0000fde183b265ce8a30,0,0,0
\xf42ad66f4b66628584f2e97421a008d62a8f116c,0,0,0
\x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9,0,0,2.608695652
\x706d961ab69d54a0fcbaa13e77842279a5724139,0,0,2.222222222
\xf32b43c815ca2b35d1e1faa6b758df09bc8f9191,0,0,0
\x3e86eac93a2dbb4faeb8709d77d451aeda710ef9,0,0,0
\xf5726dffea33167134e4a4f52d4e8956b9d4e717,0,0,0
\xfb25dd458aa0b6f8b842dec26b84e9d479b47efb,0,0,0
\xc2b66053c5871c4512c7733bac07520acc694e8f,0,0,0
\x4a3e6e66f8c32bc05a50879f872b1177a1573cdf,0,0,0
\xd631b8ab622041242fe9255340c9e707df6d61a3,0,0,0
\x456ed3d0aab3d33f36ceb1bfbcce8ffd6fe0d64b,0,0,0
\x7a4c76231df9ffc2e95d4a247d05e4d954e21aca,0,0,0
\xfbabfd8f520e38d6e2178d018209453e86246274,0,0,0
\xa93d60f8364652ca12bd4bd3fe1809ea65f23e06,0,0,0
\x44e2f285f26bf65b5396873dd25b8d82a63e5546,0,0,0
\x13389316c576c3e7c9288c1c8f4929c470fa772c,0,0,0
\xe86e2fced3d1ea1a8ef2f1c4e1b6a38694439156,0,0,0
\x9503b823a21e113af3477aeab5bed9d17b4e1b56,0,0,0
\xe636c37c8161d1097090534e294cabae78dcdca3,0,0,0
\x11d0b9058104247be40744b1e5a708fc0ae8f7cc,0,0,0
\xf9710e525b75ce28b3fb98df42553f87261ccc50,0,0,0
\xae6779a4e97f4503ea14e4f8bd120529388fe463,0,0,0
\x75c6d4897835da6c32f74370e472c7ee2d916840,0,0,0
\x99d6d24012361620bfa1a3f16d4e745066fc7c69,0,0,0
\xa60dd9d42fdd43e91da63bd261997e14f21c69fd,0,0,0
\xbf83edba541786fe221beb20c81d2fefe5cfee2b,0,0,0
\x048cfe86325ecb012e4cc05495683e229eaca7ad,0,0,0
\x569cf365b6e2ce601624aa115f8c84503f22b86a,0,0,2
\xa181a3c3460ad5a2650f380352e3e68111e3d60e,3271.444045,2.5K-10K,2
\xb8832d516d0f3094b4bdc5400e36a2a6984233ea,0,0,0
\x1071a56413701b104f35fcd0a94822457e512114,0,0,0
\x682668912cb71471b87733e95a6d51af2d3b1da8,0,0,0
\xec561dd73346f761d1c09f46999bc8ea1b1e95a2,0,0,0
\xbff3d7fe8b734a0a9eedc25b70e1e9b763993ac1,0,0,0
\xc69ec94f3dce57b622d790e773899bc1d11a8074,0,0,0
\xe139ed266cd535b33f2937fb06cc21ec71d63dc3,0,0,0
\xcedae9684a1083f1de86eb8dad5bf89139c247ae,0,0,0
\xb310483a23104d08b048ff3e0f7d669c664a9804,0,0,0
\x493122d3a5485fd14fb6b24aa58da9698873f58d,0,0,0
\xa97276772e9a8d5408421d60c2749c68c2e2fc3a,13134.42323,10K+,3.25
\x0bd812cf2073d7c1371a974245a135503410766e,0,0,0
\x768c26e52234a0efdf77a033549fc074a6ff1663,0,0,0
\x55c464db5f62727439f1640955f911f5e5fb3433,0,0,0
\xc34ba57cf09648d1bcee7428ae9cc7e9ae7410c8,0,0,0
\xcda1a0ecd7d25b49ecbf0eec1f45f0b7fb59961b,0,0,0
\x6bdb3b7286210f06234f29885a721b9d4ba5d28d,0,0,0
\xfb8e459eb57271c1bbbe502d6d287cac9603777a,0,0,0
\x1137bc0780d8bff50b5ef6e3821713be8658ca0e,0,0,0
\x898364d971b4827a91de2702b88d7930e0574a38,0,0,0
\xc208934e867dfcdc10e5ab58b631d2c3185edbc9,0,0,2.5
\x0c0057af75d6fcb35566621e8639ba06755c4c29,7816.021022,2.5K-10K,2.180722892
\x8196cc36bb10f6d011fb60ce0f71badca3422bda,0,0,0
\x7452e7d530078dbd6a2ed65007bea00a4d60f138,0,0,0
\x4ecbaa7d2f86f2d78c04f49986ec2c57938752a6,0,0,0
\x2eb9a256e6b802a2cfc38b485e0b301214f29293,0,0,2
\x20580139460ed4c3cc7af00beaea9cbcd6fc7f8e,0,0,0
\x1be6eb4b0b216e10fb5a2ea72f792ddb0cc70df5,0,0,0
\xb355df7a527f215f51af23396c69094955840e2c,0,0,0
\xa783839c4fa4e7030866ddb3869db5355a820679,0,0,0
\x14468ea31273dc32042459d748f662c1caad29f6,0,0,0
\x51448923d8a215a5a8cd872a51f22c2f5c43b444,0,0,0
\x8b88581440bdbfacbbdec0a9e00afa31d31f7656,0,0,0
\x533a0ea2994fe49df6886f493231dcd161108e51,0,0,0
\x341dcd9e49fb06bc47858896f2e4cb7ac00772af,0,0,0
\xe53085d26544daf3ba8f66b2d1b108e285cc51f9,0,0,0
\x973c7026aff6f21b8df1d8228cb408c06ff7c7a7,0,0,0
\xd3815588b090cd966fa078134517eb091ea5a22c,0,0,0
\x97b102e00d88f02debfd6b1e4b901dd6931bb982,0,0,0
\x5dc7b81e5c66a8d821b714f181d2197f9950d3e5,0,0,0
\x5e4c3ea7178163515bd90991ae5dfea5b4202582,0,0,0
\x398738f63ad44302c5c4e718bdab6c1da2a11cf1,0,0,0
\xb30845c026325b993530eb89b3654fd596b5f2ba,0,0,0
\x66c844593c4d4859ae3cca5cf23040506f8ea801,0,0,0
\xddf920f9ea110e1a8030c4015d17291c7befc079,0,0,0
\xc15d7ef92a7bcda3d64b1465947bd446d671ebb3,0,0,0
\xe784226260d2e0081a9d55cde9384f6f3d8caa99,0,0,0
\xafdfa849e4d2fb2817fb14d2b60201c333758556,0,0,0
\xa489bc3d18d0fbe73e574c4b327d84ca7e383b0a,0,0,0
\x71124ffccc0b3ef102e092680cf173ac8fdf1bb8,0,0,0
\xecd8c7abae05083c7bf368e022a311c24a11870f,0,0,0
\x7b6292d81ae4bef5b20d05817934205d61707559,14286.39253,10K+,2
\xcdf91269d4e4bba12f8f3c82be7a13e4a1d4b3bb,0,0,0
\xd6803a63775e678a346d5c07cf101aa01dd88734,0,0,0
\x5ca54def2e421d51464d4bf5ba1f456416d41a0f,0,0,0
\xd6f1875bc1b9d0e8bcec7da22a22bdb359082ae7,0,0,0
\x8b5d493fb9817efa5b81a85592c60a7c8df38db7,0,0,0
\xafde46e61d89e564cd3200cb2e32d6ace5c77f53,0,0,0
\x6545a8cb2d809f8488e89480df5055fb176aa318,0,0,0
\x9fb7563a1969f034e8feb83e499c967d31538e86,0,0,0
\x0dbb0cff7c9515fc56d352ee37aeeefdf43b25fe,0,0,0
\xd498b7af967acb1893e86726bb7855232739215e,0,0,0
\x3290603e448a2ce1831a4c4e68385d5e1531aced,0,0,0
\xa3d4da2c3d6da86ba95d6649789d5b3a41e0d66f,0,0,0
\xb3cfaa16368a907bf8f195e27eda60b0477a8a5c,0,0,0
\xd05c9152117bb6244dbe5dc3bc23ff9ead8b0ce0,0,0,0
\x84e3e0f568ed68b4f6827fe797444b3d5b1fd8b5,0,0,2
\xadd3edae5c20ebd91799b835517eef0fab264b45,0,0,0
\x4daf43e8141df32787137f969c00c9a1548722b1,0,0,0
\x4060c69936e04075dc6170c4d5b1fe3e35a4baab,0,0,0
\x9a266a857cd417eb8b7e61f9c3be45591c841361,0,0,0
\xa297a06221ab3c846354e7fb1b37eb5da06bda21,0,0,0
\x93e459a7fa7886ce52993a48445646a1342f1bf0,0,0,0
\xd9ec1e5dc096e92581ce073053fe422614904714,0,0,0
\x9fa7fd8d9170f0dda389922e6c956800d5149924,0,0,0
\xeba6120492c505b6211caff86c7757d1df58e8a7,0,0,0
\xd61daebc28274d1feaaf51f11179cd264e4105fb,0,0,0
\x9eb22561e56c9c700a990d6ae3c6245b9555804c,0,0,0
\xa995e316d4ae8c6d65dc055b68d0292fa0d24fa4,0,0,0
\xb10a6500f4148e16e6bc05a5ea3089fd3d57f157,0,0,0
\x3419bba3bd8573963605247ef1f18bf1258d4732,0,0,0
\xf20423a776011fcd1d83968fb143c60c6ab45ede,0,0,0
\x86ce032489383ec0564bad2ed868048f0b1030f2,0,0,0
\xe8e83ddfc373bbbd22edf5a80a30ec7ded8f2b47,0,0,0
\xf16dd2cb327ed8fb5a76de9788dd2fbe8a99d43c,0,0,0
\xbd6f7e7c84361b248bb72d40170df5007641cc87,0,0,0
\xa14ef0e1c1b3fe72706dc5f69ce0595e9dba0646,0,0,0
\xc3142fcd6260bb1f310686276154ee6ecbad06ed,0,0,0
\x5ad9af22b0b2603d7f9d8b8fcc4d262aa6f5de87,0,0,0
\x51470680d9ab003a53a81fe7bcd9f3f85ad84069,0,0,0
\x3347fee5910775b1c4b164d411dc517d7499a68a,0,0,0
\xc7cb1dd7b1aaade4a75b69e472c3d8314af4ea4c,0,0,0
\x48dc139fcd166a7d9696f4e8362dee51a57a1431,0,0,0
\xba74a065689e87d82bcc5dce6bdf7646ac83499c,0,0,0
\x08896945c5bd65cc8c216e7efd6969b9cc306ed5,0,0,0
\x421e974b7bb831359050e5511db8e9df9ebdcba5,0,0,0
\xc3f7debf793001d97badbd056e038fc5d9424689,0,0,0
\x26f807397390e6d91b940215fa71647f3c4d4395,0,0,0
\x3f47751c0412fd3bf48cd3b29aea249e58f0a959,0,0,0
\x910c60c049d833a7fd2f5bda310bbea1c5fa3598,0,0,0
\x3b35690f4bdb3e99feb9eebbd6df5486550e176f,0,0,0
\x17712ed0cdb349b91168d736a7f30887e1e395dc,0,0,0
\x36d74b81006732a0b24218a562b6b6c774c91113,0,0,0
\x4bedc3d156d5f3df3da48559cac02810f02b6fa8,0,0,2
\xd2b2f14e25ccf9e7d62611586c2fee55bd96436a,0,0,0
\x351be771eab8c8c5115928ecfb2ab758f512b555,0,0,0
\xf971d9858f66582d4c470859c48324f7accebfc5,0,0,0
\xbf37a2f4f1eafe152e8336465cfaad1fda44b588,0,0,0
\xc8f796158bbebf7cf27237c622b9ff1e5b9cc735,0,0,0
\xfc91f727333fbb224a6c78839463b0f372ece7d0,0,0,0
\xace8976533f9197163810407efc0a7fa06a8bb12,0,0,0
\x5a45fa1d4ffc1428dc50f9df6fd1643f1012a39d,0,0,0
\xd8de315eb7a00f4155d1ea9eb4eb6888ae715631,0,0,0
\xd2abd7a3333395a1ed7e54c67edf43ef934033a1,0,0,0
\x175256f85a43d02a252c3e2b953fa8efdff9972b,38089.14838,10K+,3.769230769
\x0df58d7d446867137824975d95b2d3235f5d3955,0,0,0
\x165842f312afac412c0e501050a908bf11a0c224,0,0,0
\x8cd3bb4fbfdfee013af5ac9c46f0c22746b095af,0,0,0
\xd172b0f73413f36b32fdb7c2a35aaf51571f2197,0,0,0
\xc635ebb012bd96db82ff7b6e38dd3371ef53f7ab,0,0,0
\xb24156b92244c1541f916511e879e60710e30b84,0,0,0
\x86ead5e10793a1e7034550b16b255c371107b550,0,0,2
\x70f9e695823a748d0f492c86be093c220a8d487a,0,0,0
\xd2f91edd7dd5388737552d18d99555313dcd78e0,0,0,0
\x363abd787ffbb039a51716b756eceb46881788a8,0,0,0
\xc4676e5e99b823e54b3e6c32c8143bb441633eea,0,0,0
\xa54a24f7aa6538ec46c8cc5ee9aed158c0624ec1,0,0,0
\xa2486e3e0964801d9e2519e324ade753c0c41f2f,0,0,0
\xe19e26becff917f057ebb35217fdf4ab3252dffe,0,0,0
\x68e858455ef7cab11152d1afabc5c106b690b014,0,0,0
\x6facf564dbafcaf142cce4fbea8fca108bb42408,0,0,0
\xec891eda8071654be1269d479199101fffe64016,0,0,0
\x60613f286032d55dc9909e609ef198110315e85a,0,0,0
\xd26a0a35321c6793e47eb602f1676c915caf111c,0,0,0
\xe1cd5ed7ef48b42ed56e9f94a1d0f61d35192244,0,0,0
\xc6bef0a58a4bc54db89b8c2155b1c41be1ec2476,0,0,0
\xe742238845698542cb54a760328c99bcc20e6154,0,0,0
\x2e5300eabf71950b00ddd6a59690cfd8852ad3b9,0,0,0
\x97976c252888c174f66c618dbec6a03bb613e8c7,0,0,0
\xf998c7c1af3c58efa6900b13469fc187b9db0cab,0,0,0
\xb9e62c014d644aebde25c253d0d8e3a40c83de47,0,0,0
\xe8cd4cb68dd4c79d118368f36d8564f3134c180d,0,0,0
\x2a26d0f54987989e0609bbd1e4c1cf4c9aa5933f,0,0,0
\x169c9ee7c2684e6be5b87c0854f0cb3c600f320a,13002.55993,10K+,2.666666667
\xeccc484dd4093f62fc24c4725800013fbc2c1d15,0,0,0
\x6ce300cf658f5f9e825d428e7d2513ecc0f9fcb3,0,0,0
\xc94fbca51171b7caeb6ab632bc0a355249d7719d,0,0,0
\x8a1890c305b1d583dcf19cfd208c52c23fac8d74,0,0,0
\x2ca50d4fa4be631ebf96c4c9dc1f11812e6e4ef2,23560.5018,10K+,2
\x70d43f3f858aea98dc54306ead97e98bcf571b1b,0,0,0
\xd0ca55b30b657ebdf10bd289e56218006139b28d,0,0,0
\xa2277f4ae7e6380de426fa334b05d4ceb39f1d47,0,0,0
\x73084e4338a64d73180d039fae40a0e92b105f35,2948.650261,2.5K-10K,2
\xda3605d79bc9e6ddef9bc8166c922cf7fd7c01a0,0,0,0
\x743b091203a0fce407febbe13c63b2de87db7bf3,0,0,0
\x1cb00ec6262f6262ed88cf96327fa137fc7af09e,0,0,0
\x58dc53f7175fdd30c70ab5717c6e91edd8aed017,0,0,0
\xb8cebb8bd64b10ffd2208678bbdd2673e6582243,0,0,0
\x24908dfd0cc30008370594b85b8c43b2611c0302,0,0,0
\x1028c87fee6b56e9e0643e5865f82ced6319bd3d,0,0,0
\x9ac41e441131d8bad5f165c2a8dd71e5f7bfaea8,0,0,0
\xc8cd1567acfabfcbecc76776cd92e0b95fb3a806,0,0,0
\x2a40407b333e8d24fa21d48fef078035824f6a2e,0,0,0
\xc2c93a56e3a6fe97927d238d12ceeb3a45d3dddb,0,0,0
\x8d3acb9d83752be7af10742e6764cd0cf15659cf,0,0,0
\xa2c943092a8d2205721ba21c842cb94c40cb5215,0,0,0
\x9ce2345707bc2eaf6015b879f30cbd301087c0b1,0,0,0
\x9f479ae664f0beda22c64e5f48a150a6f85acb77,0,0,0
\xca4ad39f872e89ef23eabd5716363fc22513e147,9992.949871,2.5K-10K,2.25
\x668540812466219a4cf9ef22151bb7e513010f17,0,0,0
\xc1ff85c123290878d8fa84bfd123b3c81909fe22,0,0,2.5
\x00de3a8bdee6e682c3509d66a947d05a8ca797af,0,0,0
\xe9a20e2a6e4b3bfbbb108f0c105623a3ee665883,0,0,0
\x3c6788be1c8c23f6c8229de295dff3785e85b348,0,0,0
\x416d86b9360bffa9de4f880a4b3557f1dc28c643,170.2261986,>500,2.333333333
\x506ade0a94949db63047346d3796a01c09384198,0,0,0
\x5f855b107afaadf722cf9611b82167a272b4acb0,0,0,0
\x5b172915fbf880db099b9e14635630e29d134ecb,0,0,0
\xf1839e02962c4ff2830c1a211da5f492ad83fe4f,0,0,0
\xbcf224cb3771bb32b7a9d49d573375ffa5e29b9d,0,0,0
\xc49bf165b98a4102862ff607ae60f9675b156ac3,0,0,0
\xad9083c6cadc572988efb604a87e86f8de205bdc,0,0,0
\x6b07d4ace5bc9a690fda9ddeb5a0f131fda0b257,0,0,0
\xc639aa72af23ae5ac40287e1ec5fd5c98c61d5a9,0,0,0
\x51b3dd026e3837352d7a0efb431c62c1862d0d4d,0,0,0
\xf30fc56264d65f241d5b2f0c861bbff7555656b9,0,0,0
\x107a6578ab250f79f9763fc825e8d6cab0d33c6a,0,0,0
\x971bbbf3d2aed41756aa7e67a04116c3d98ffcf4,0,0,0
\x1d8e302e451b6698f000809dcb7f51ae4b708936,0,0,0
\x2949764c330a13a00b3b49dd36b1943908d04e09,0,0,0
\x1ed71ca675436a301a10a3adc53e00a7bd2145a1,0,0,0
\x68cd0f25968c541966737430b79219d99aef7c85,0,0,0
\xbc4bede6fae83d2ad830d7ad5ab86a6c78466cf4,0,0,0
\x17f2f651d2f4171642dcc13e9ad9c9afee9f8131,0,0,0
\x708621fea6a3e127f775886f4fcc5a7edc6cc736,7058.391097,2.5K-10K,2.296296296
\x9d55dfbe0cebdf2a88883efabf523ea9ecbb8558,0,0,0
\x5a375320f86c456d6b33498f8958531677dc880b,0,0,0
\x6868ca9a013d8765864b6a41da4bcb988dd99675,0,0,0
\x28becc0eec396a0b882e7a68028b25078b91ba85,0,0,0
\x2d054602f39ee2285fdde7300753e9484d42adbd,0,0,0
\x79afbd4b5606efab1ea25315734e035d92328be7,0,0,2.571428571
\xd5a191afe4c240f2ed31049aacaf5eba4112e041,0,0,0
\x3310bf03fd4906ac516502b52fc1fcd241c4b01a,0,0,0
